country,neighborhood,rural_urban,sex,age,family_type,family_size,mig_int_global,mig_plan_global,mig_prep_global,mig_int_dom,mig_plan_dom,mig_prep_dom,ppl_mig_num_5y,currency,exp_monthly_food,income_exp_month_food,income_month_avg,deposit_currency,monthly_income,CARI
GT,Aldea tuiquimamel,1,1,30,4,6,0,,,99,,,0,3,50,5,99,,,3
GT,Tajumulco,2,1,69,2,2,0,,,0,,,1,3,300,5,1,3,500,3
SLV,Ataco,2,2,50,2,7,0,,,0,,,0,1,300,3,1,1,250,3
HND,Luquigue,1,1,25,1,6,0,,,99,,,0,2,2000,5,1,2,2800,3
HND,Luquigue,1,1,18,3,2,0,,,99,,,0,2,3000,5,0,,,3
GT,LOS ARCOS,1,1,25,1,3,0,,,0,,,0,3,100,5,0,,,3
GT,Nueva reforma majadas,1,1,34,1,5,0,,,0,,,0,3,500,3,1,3,1000,3
GT,Nueva reforma majadas,1,1,19,1,3,0,,,1,0,,0,3,300,3,1,3,600,3
GT,Caserio Ixmoco,1,1,40,1,8,0,,,0,,,0,3,600,3,1,3,1000,3
GT,Caserio Ixmoco,1,1,42,1,7,0,,,0,,,0,3,1000,3,0,,,3
GT,Caserio Ixmoco,1,1,40,1,1,0,,,0,,,1,3,1000,1,0,,,3
GT,Caserio Ixmoco,1,1,44,2,2,0,,,0,,,0,3,800,3,1,3,1000,3
GT,El platanal,1,1,31,5,6,0,,,1,0,,1,3,1000,5,0,,,3
GT,Caserio las flores,1,1,53,1,15,0,,,1,0,,2,3,3000,4,0,,,3
GT,Caserio Las Flores,1,1,38,1,7,0,,,0,,,0,3,800,5,0,,,3
GT,Caserio las flores,1,2,34,1,6,0,,,0,,,0,3,1200,5,1,3,1500,3
GT,Caserio Las Flores,1,1,67,2,2,0,,,0,,,0,3,200,2,0,,,3
GT,CONCEPCION HUISTA,2,1,19,1,2,0,,,0,,,0,3,800,2,1,3,1200,4
GT,Aldea san Rafael soche,1,1,36,1,4,0,,,0,,,0,3,300,3,0,,,3
GT,Aldea san Rafaael soche,1,2,35,1,7,0,,,0,,,1,3,1200,5,1,3,2400,3
GT,San Rafael Soche,1,1,41,1,5,0,,,0,,,0,3,2000,5,0,,,3
GT,Aldea San Rafael Soche,1,2,41,1,5,0,,,0,,,0,3,1200,1,1,3,2500,3
GT,Quixal,1,2,31,1,5,0,,,0,,,0,3,600,5,1,3,900,3
GT,SAN JUAN IXCOY,2,1,59,1,3,0,,,0,,,0,3,450,2,0,,,3
GT,San José el Rodeo,2,1,47,1,5,0,,,0,,,0,3,800,5,0,,,3
GT,San jose el rodeo,2,1,25,1,4,0,,,0,,,0,3,1200,5,0,,,3
GT,San josé el rodeo,2,1,46,2,2,0,,,0,,,0,3,800,5,0,,,3
GT,San jose el rodeo,2,1,24,1,4,0,,,0,,,0,3,800,5,0,,,4
GT,San jose el rodeo,2,2,43,3,7,0,,,0,,,0,3,2000,1,0,,,3
SLV,Barrio la playita,2,1,60,2,4,0,,,0,,,1,1,30,5,99,,,3
GT,Aldea Nahuatan,1,2,72,1,13,0,,,0,,,0,3,1500,4,0,,,4
GT,Barrio la PLacita,1,1,41,1,6,0,,,0,,,0,3,600,5,0,,,3
SLV,El Nisperal,1,2,56,1,4,0,,,0,,,0,1,50,5,0,,,3
GT,Caserio Tzimuk,2,1,70,1,5,0,,,0,,,0,3,200,5,0,,,3
SLV,El Calvario,2,1,61,2,4,0,,,0,,,0,1,40,5,1,1,150,3
SLV,El Calvario,2,2,60,1,11,0,,,0,,,0,1,200,3,99,,,3
HND,Guanijiqui,1,1,39,4,6,0,,,0,,,0,2,600,3,0,,,3
HND,Guanijiquil,1,2,63,4,4,0,,,0,,,0,2,1500,3,0,,,3
HND,Guanijiquil,1,1,58,4,5,0,,,0,,,0,2,2000,3,0,,,3
GT,Colnia san josé la colnia,2,1,44,1,9,0,,,0,,,0,3,1600,5,1,3,3000,3
GT,San Juan Ermita,2,1,57,2,4,0,,,1,0,,0,3,200,5,1,3,200,3
SLV,Canton Lomas de Alarcon,1,1,71,2,10,0,,,0,,,0,1,140,5,99,,,3
SLV,Caserio Alarcon,1,1,16,2,3,0,,,0,,,0,1,60,1,1,1,100,3
SLV,Alarcon,1,1,46,1,4,0,,,0,,,0,1,100,99,1,1,200,3
HND,Luquigue,1,1,35,1,4,0,,,0,,,0,2,2500,5,1,2,3000,4
SLV,Los magueyes,1,1,32,1,7,0,,,0,,,0,1,50,2,0,,,3
SLV,Los magueyes,1,1,34,1,5,0,,,0,,,0,1,50,5,1,1,80,4
SLV,Los magueyes,1,1,60,1,3,0,,,0,,,0,1,50,4,99,,,3
GT,Aldea Cahaboncito,1,1,22,1,6,0,,,0,,,0,3,500,2,0,,,3
GT,Aldea Cahaboncito,1,1,33,2,8,0,,,0,,,0,3,500,4,0,,,3
GT,Aldea Cahaboncito,1,1,49,1,7,0,,,0,,,0,3,500,3,0,,,3
GT,Aldea Cahaboncito,1,1,64,2,4,0,,,0,,,0,3,200,2,0,,,3
GT,Aldea las conchas,1,1,38,1,5,0,,,1,0,,2,3,200,3,0,,,3
GT,Aldea las conchas,1,1,60,1,5,0,,,0,,,0,3,100,2,0,,,3
GT,Las conchas,1,2,73,1,4,0,,,0,,,0,3,100,2,0,,,3
GT,Aldea Las Conchas,1,1,20,1,7,0,,,0,,,0,3,400,2,0,,,3
GT,San agustin viejo chahal,1,2,36,1,4,0,,,0,,,0,3,100,5,0,,,3
GT,San Agustin viejo,1,1,37,1,5,0,,,0,,,0,3,100,5,1,3,200,3
GT,Aldea San Agustin Viejo,1,1,22,1,3,0,,,0,,,0,3,300,5,1,3,400,3
GT,Aldea San Agustin Viejo,1,2,55,5,8,0,,,0,,,0,3,500,5,1,3,500,3
GT,Aldea San Agustin Viejo,1,1,22,1,5,0,,,0,,,1,3,200,5,0,,,3
HND,El Pedernal,1,1,35,1,4,0,,,0,,,0,2,2000,5,0,,,4
SLV,El mango,1,2,82,9,1,0,,,0,,,0,1,40,3,99,,,3
GT,Las islas,1,1,36,1,6,0,,,0,,,0,3,300,5,0,,,3
GT,Aldea La Isla,1,2,61,1,2,0,,,0,,,0,3,100,5,99,,,4
SLV,San juan buena vista,1,1,40,1,4,0,,,0,,,0,1,20,5,0,,,3
SLV,El Zaral,1,2,23,1,4,0,,,0,,,0,1,20,3,1,1,30,3
SLV,San juan buena vista,1,1,30,1,4,0,,,0,,,0,1,40,3,0,,,3
SLV,El corozo,1,1,53,2,2,0,,,0,,,0,1,100,5,1,1,100,3
HND,Libertad Centro,1,1,70,2,6,0,,,0,,,1,2,1000,5,0,,,3
HND,Dulce nombre,1,2,70,1,5,0,,,0,,,0,2,2000,3,0,,,3
HND,Dulce nombre,1,2,20,2,5,0,,,1,0,,0,2,500,3,0,,,3
HND,Dulce nombre,1,1,45,9,1,0,,,1,0,,0,2,700,5,0,,,3
HND,"Caserio, Santa Ines",1,1,60,2,2,0,,,0,,,0,2,500,5,0,,,4
HND,Dulce nombre,1,1,39,1,7,0,,,0,,,1,2,1450,3,1,2,60000,3
HND,"Caserio, Santa Ines",1,1,87,9,1,0,,,0,,,1,2,500,5,0,,,3
SLV,San Francisco Echeverria,1,2,70,9,1,0,,,0,,,0,1,20,2,1,1,100,3
HND,Sabanagrande,2,1,57,1,3,0,,,0,,,0,2,400,5,0,,,3
SLV,Cunchique,1,1,58,2,2,0,,,0,,,0,1,50,5,1,1,100,3
SLV,Argain,1,1,18,8,2,0,,,0,,,0,1,30,1,1,1,140,3
HND,El pedernal,1,1,65,9,1,0,,,0,,,0,2,2000,2,0,,,4
HND,El pedernal,1,1,35,1,6,0,,,0,,,0,2,3000,2,0,,,3
HND,El pedernal,1,1,48,1,4,0,,,0,,,0,2,4000,2,0,,,3
HND,El pedernal,1,2,55,5,7,0,,,0,,,0,2,4000,2,0,,,3
HND,El pedernal,1,2,54,1,4,0,,,0,,,3,2,4000,2,0,,,3
GT,Tuila,1,1,54,1,11,0,,,0,,,0,3,400,2,1,3,400,3
HND,Caserio Agua Caliente,1,1,70,2,2,0,,,0,,,0,2,500,5,0,,,3
SLV,Canton San Pedro,1,1,48,1,4,0,,,0,,,0,1,150,2,0,,,3
HND,Sabanagrande,2,1,86,2,3,0,,,0,,,0,2,500,5,1,2,600,3
HND,Sabanagrande,2,1,81,9,1,0,,,0,,,0,2,300,5,99,,,4
HND,El pedrero,1,1,61,2,2,0,,,0,,,0,2,500,5,0,,,4
HND,El pedernal,1,1,79,9,2,0,,,0,,,0,2,1000,2,0,,,4
HND,El pedernal,1,1,52,1,3,0,,,0,,,0,2,5000,2,0,,,3
HND,El Porvenir,1,1,46,2,5,0,,,0,,,0,2,4500,2,0,,,4
HND,El pedernal,1,1,19,2,2,0,,,0,,,0,2,3000,2,0,,,3
GT,Aldea Yalpemech,1,1,23,1,6,0,,,0,,,0,3,500,3,1,3,600,3
GT,Yalpemech,1,1,21,5,10,0,,,0,,,1,3,2000,2,0,,,3
GT,Aldea Yepemech,1,1,58,2,6,0,,,0,,,0,3,500,4,1,3,600,3
GT,Aldea Yelpemech,1,1,31,5,10,0,,,0,,,0,3,600,4,0,,,3
SLV,Cerron Grande,1,2,70,9,3,0,,,0,,,1,1,30,5,1,1,100,3
SLV,El cerron grande,1,1,62,1,4,0,,,0,,,0,1,20,5,99,,,3
SLV,Cerron grande,1,1,66,2,2,0,,,0,,,0,1,50,3,1,1,200,3
HND,Apacinigua,1,1,47,1,4,0,,,0,,,0,2,3000,5,99,,,3
GT,Aldea cooperativa,1,1,21,1,8,0,,,0,,,1,3,1000,5,0,,,3
GT,Aldea cooperativa sechaj,1,1,31,1,5,0,,,0,,,0,3,300,5,0,,,4
GT,Aldea Cooperativa Sechaj,1,1,76,1,2,0,,,0,,,0,3,300,5,1,3,1500,3
GT,Aldea la Cooperativa Sechaj,1,1,53,2,5,0,,,0,,,1,3,1600,1,0,,,3
GT,Aldea Cooperativa Sechaj,1,1,51,1,2,0,,,0,,,0,3,200,2,0,,,3
SLV,Caserío San Jeronimo,1,1,69,2,3,0,,,0,,,0,1,10,5,1,1,80,3
GT,"Colonia el esfuerzo 2, zonz 12",2,1,47,2,4,0,,,0,,,0,3,500,5,1,3,2000,3
SLV,Villa de Altamira 1,2,2,25,1,5,0,,,0,,,0,1,1000,1,1,1,2000,3
SLV,Villa de altamira,2,1,57,2,5,0,,,0,,,0,1,150,2,1,1,200,3
SLV,Villa Altamira,2,2,46,3,2,0,,,0,,,0,1,100,5,1,1,400,3
GT,Aldea Sequixquib,1,1,60,1,5,0,,,0,,,0,3,1500,99,1,3,200,3
GT,SIPACAPA,2,2,87,9,1,0,,,0,,,0,3,350,3,1,3,900,3
GT,MONAJIL,1,1,42,1,3,0,,,0,,,0,3,800,1,0,,,3
GT,LOS ARCOS,1,2,33,1,3,0,,,0,,,0,3,400,5,0,,,3
GT,LOS ARCOS,1,2,27,1,3,0,,,0,,,0,3,600,3,0,,,3
HND,COL. SAN JOSE,1,1,32,1,5,0,,,99,,,0,2,1000,5,0,,,3
GT,Las tablas,1,1,50,1,9,0,,,0,,,0,3,1000,5,0,,,3
GT,Aldea Las Tablas,1,1,65,5,4,0,,,0,,,0,3,1000,2,0,,,3
GT,Nueva reforma majada,1,1,50,2,3,0,,,99,,,0,3,50,5,99,,,3
GT,PEB'IL PAM,1,1,57,2,3,0,,,0,,,2,3,1000,1,1,3,3000,3
GT,PEB'IL PAM,1,2,69,9,2,0,,,0,,,0,3,400,2,0,,,3
GT,PEB'IL PAM,1,1,65,8,3,0,,,0,,,0,3,600,2,99,,,3
GT,CASA GRANDE,2,1,36,1,4,0,,,0,,,2,3,700,2,1,3,1300,3
GT,CASA GRANDE,2,1,36,5,5,0,,,0,,,2,3,1000,2,1,3,3000,3
GT,Tajumulco,2,1,80,2,5,0,,,0,,,0,3,150,3,1,3,400,3
GT,Ixmoco,1,2,21,2,10,0,,,0,,,1,1,2000,2,1,3,3000,3
GT,TUISCOL,1,2,62,1,2,0,,,0,,,0,3,600,2,0,,,3
GT,TUISCOL,1,2,79,3,2,0,,,0,,,0,3,450,2,1,3,1300,3
GT,TUISCOL,1,2,52,3,4,0,,,0,,,0,3,800,2,1,3,1600,3
GT,QUIPAMBE,1,2,53,1,4,0,,,0,,,1,3,400,3,0,,,3
GT,TUISCOL,1,1,38,2,3,0,,,0,,,0,3,400,5,0,,,3
GT,La Trinidad,1,1,22,5,6,0,,,0,,,0,3,300,2,0,,,3
GT,Bujej,1,1,23,5,5,0,,,0,,,0,3,1500,5,0,,,4
GT,El Platanar,1,1,47,1,5,0,,,0,,,0,3,1053,5,99,,,3
GT,Bulej,1,1,21,5,10,0,,,0,,,0,3,300,5,1,3,1000,3
GT,CONCEPCION HUISTA,2,2,30,1,5,0,,,0,,,3,3,1200,2,1,3,1700,3
GT,Las flores,1,2,73,1,6,0,,,0,,,0,3,1500,3,1,3,1200,3
GT,CONCEPCION HUISTA,2,1,24,1,4,0,,,0,,,0,3,600,1,0,,,3
GT,CONCEPCION HUISTA,2,1,25,1,4,0,,,0,,,0,3,500,2,1,3,1200,3
GT,CONCEPCION HUISTA,2,1,37,1,6,0,,,0,,,0,3,800,1,0,,,3
GT,CONCEPCION HUISTA,2,1,52,1,2,0,,,0,,,0,3,600,1,1,3,1300,3
GT,Aldea Tuiquimamel,1,1,49,2,5,0,,,0,,,0,3,250,5,1,3,400,3
GT,Aldea tuiquimamel,1,2,59,2,7,0,,,1,0,,0,3,400,5,1,3,300,3
GT,Tuiquimamel,1,2,77,1,3,0,,,0,,,0,3,800,2,1,3,800,3
GT,San rafael sochi,1,1,26,1,10,0,,,0,,,1,3,500,1,0,,,3
GT,LOS LAURELES,1,2,53,1,5,0,,,0,,,0,3,700,2,0,,,3
SLV,Paniagua,1,1,40,2,5,0,,,0,,,0,1,30,5,0,,,3
GT,Urbano,2,1,30,1,4,0,,,0,,,0,3,250,5,1,3,300,3
GT,SAN JUAN IXCOY,2,1,38,1,8,0,,,0,,,0,3,1000,5,1,3,1000,3
GT,Nuevo san Jose el Rodeo,2,1,73,3,3,0,,,0,,,0,3,600,5,1,3,1000,3
GT,JULEN,1,2,37,1,4,0,,,0,,,1,3,600,2,1,3,800,3
GT,Camojallito,1,1,33,1,4,0,,,0,,,0,3,300,5,1,3,1200,3
SLV,Salinas de Sisiguayo,1,1,38,2,4,0,,,1,0,,1,1,100,5,1,1,200,3
GT,Bojon,1,1,35,1,7,0,,,0,,,0,3,800,1,1,3,1500,3
GT,Aldea Nahuatan,1,2,27,1,3,0,,,0,,,0,3,800,4,0,,,3
GT,TEMUX GRANDE,1,2,35,1,4,0,,,0,,,1,3,600,1,0,,,3
GT,San Gaspar ixchil,1,2,24,1,5,0,,,1,0,,0,3,600,5,1,3,1500,3
GT,Aldea,1,2,45,5,8,0,,,1,0,,0,3,1500,5,0,,,3
GT,Aldea Qixal,1,1,22,1,4,0,,,0,,,0,3,500,4,0,,,3
GT,Barrio de la Placita,1,1,79,5,5,0,,,0,,,0,3,600,4,0,,,3
SLV,Buenos Aires,1,1,73,2,1,0,,,0,,,0,1,100,5,1,1,30,3
SLV,Canton el por venir,1,1,40,1,6,0,,,0,,,0,1,60,5,0,,,3
GT,LAS MINAS,1,1,38,1,3,0,,,0,,,0,3,700,2,1,3,1800,3
GT,INCÚ,1,1,22,5,16,0,,,0,,,0,3,900,2,0,,,3
GT,INCÚ,1,1,67,5,8,0,,,0,,,0,3,250,2,0,,,3
GT,INCÚ,1,1,20,5,13,0,,,0,,,0,3,1200,5,99,,,3
GT,Tzimuk,1,1,26,5,8,0,,,1,0,,0,3,2000,4,0,,,3
